timestep,reward
775421,0.12
777862,0.1
780327,0.08
782851,0.08
785310,0.1
787813,0.06
790211,0.02
792539,0.04
794943,0.02
797392,0.04
799964,0.06
802504,0.04
805000,0.08
807492,0.14
809994,0.12
812555,0.08
815093,0.12
817503,0.12
819931,0.04
822286,0.02
824748,0.1
827170,0.04
829584,0.04
832105,0.06
834456,0.0
836855,0.0
839175,0.0
841716,0.02
844100,0.06
846415,0.04
848869,0.04
851365,0.06
853854,0.02
856300,0.02
858804,0.06
861079,0.08
863568,0.1
865910,0.12
868374,0.06
870712,0.04
873231,0.02
875651,0.04
878093,0.06
880600,0.16
883044,0.12
885566,0.06
888050,0.14
890592,0.02
893080,0.08
895569,0.1
898070,0.0
900423,0.12
902831,0.08
905193,0.12
907585,0.12
910151,0.06
912667,0.1
915181,0.12
917739,0.04
919994,0.02
922444,0.08
925067,0.04
927382,0.02
929899,0.08
932352,0.1
934772,0.06
937352,0.1
939796,0.06
942288,0.12
944742,0.06
947209,0.1
949832,0.12
952423,0.06
954772,0.12
957258,0.1
959736,0.1
962193,0.06
964714,0.14
967225,0.0
969680,0.04
972029,0.1
974533,0.08
977119,0.14
979556,0.2
981943,0.18
984449,0.16
986825,0.08
989250,0.12
991788,0.14
994431,0.14
996975,0.18
999405,0.06
1001947,0.14
1004315,0.02
1006798,0.06
1009300,0.08
1011775,0.04
1014219,0.04
1016813,0.04
1019275,0.02
1021633,0.06
1024103,0.06
1026509,0.12
1028867,0.08
1031265,0.12
1033852,0.04
1036390,0.06
1038751,0.14
1041192,0.12
1043658,0.02
1046277,0.08
1048727,0.04
1051190,0.12
1053695,0.06
1056107,0.26
1058665,0.14
1061109,0.12
1063552,0.1
1065912,0.08
1068338,0.12
1070806,0.08
1073284,0.14
1075805,0.14
1078266,0.02
1080767,0.04
1083294,0.12
1085630,0.1
1087997,0.06
1090575,0.06
1093199,0.12
1095748,0.08
1098234,0.1
1100710,0.14
1103336,0.1
1105826,0.16
1108404,0.1
1110756,0.1
1113304,0.14
1115852,0.08
1118237,0.1
1120747,0.2
1123281,0.12
1125679,0.1
1128107,0.12
1130449,0.02
1132857,0.06
1135244,0.14
1137675,0.12
1140001,0.08
1142435,0.1
1144798,0.06
1147180,0.08
1149672,0.06
1152067,0.14
1154592,0.08
1157172,0.08
1159593,0.08
1162008,0.02
1164299,0.06
1166824,0.02
1169304,0.08
1171848,0.04
1174149,0.04
1176546,0.0
1178899,0.0
1181282,0.04
1183881,0.08
1186371,0.08
1188731,0.12
1191144,0.12
1193602,0.06
1195988,0.08
1198370,0.04
1200792,0.12
1203215,0.06
1205702,0.1
1208108,0.14
1210673,0.12
1213210,0.1
1215493,0.04
1217914,0.02
1220188,0.04
1222557,0.06
1224979,0.16
1227539,0.04
1229981,0.06
1232562,0.02
1235126,0.12
1237547,0.06
1240022,0.14
1242400,0.1
1244861,0.12
1247381,0.02
1250018,0.06
1252429,0.16
1254977,0.06
1257422,0.14
1259853,0.02
1262328,0.12
1264704,0.08
1267041,0.16
1269544,0.14
1271998,0.08
1274472,0.2
1276954,0.1
1279298,0.1
1281764,0.14
1284321,0.14
1286717,0.14
1289173,0.12
1291607,0.16
1294110,0.12
1296617,0.08
1299071,0.16
1301551,0.04
1304000,0.1
1306459,0.08
1308974,0.02
1311370,0.02
1313720,0.08
1316107,0.04
1318519,0.1
1320887,0.08
1323459,0.04
1325947,0.06
1328403,0.08
1330927,0.06
1333318,0.12
1335707,0.06
1338182,0.06
1340681,0.08
1343031,0.1
1345435,0.04
1347813,0.1
1350121,0.08
1352467,0.1
1354938,0.16
1357406,0.06
1359897,0.08
1362493,0.12
1364959,0.14
1367438,0.06
1369926,0.12
1372338,0.08
1374769,0.04
1377106,0.2
1379601,0.12
1381970,0.14
1384298,0.04
1386764,0.14
1389198,0.14
1391641,0.12
1393922,0.0
1396182,0.0
1398452,0.02
1400809,0.06
1403201,0.04
1405740,0.12
1408186,0.14
1410675,0.06
1413144,0.04
1415459,0.12
1417848,0.04
1420264,0.06
1422749,0.08
1425146,0.14
1427590,0.06
1430050,0.08
1432531,0.1
1434882,0.06
1437286,0.14
1439830,0.04
1442308,0.14
1444762,0.16
1447148,0.16
1449558,0.12
1451966,0.08
1454345,0.14
1456966,0.1
1459422,0.14
1461872,0.1
1464427,0.1
1466821,0.06
1469294,0.12
1471721,0.1
1474181,0.08
1476453,0.12
1478991,0.04
1481486,0.06
1484041,0.1
1486532,0.06
1488996,0.08
1491431,0.12
1493969,0.06
1496378,0.08
1498912,0.14
1501366,0.1
1503783,0.12
1506291,0.1
1508817,0.14
1511309,0.08
1513849,0.06
1516258,0.18
1518768,0.1
1521203,0.02
1523703,0.1
1526222,0.04
1528656,0.16
1531175,0.06
1533507,0.06
1535867,0.1
1538336,0.14
