timestep,reward
57,0.12
2540,0.48
4963,0.54
7302,0.36
9704,0.5
12128,0.42
14623,0.32
16977,0.44
19438,0.52
21888,0.54
24357,0.48
26817,0.48
29233,0.36
31590,0.38
34085,0.48
36540,0.4
39053,0.32
41424,0.32
43922,0.32
46235,0.3
48644,0.52
51147,0.52
53534,0.3
56073,0.46
58442,0.38
60994,0.36
63416,0.46
65838,0.48
68262,0.5
70718,0.62
73159,0.58
75657,0.34
78087,0.42
80476,0.58
82866,0.5
85292,0.54
87576,0.58
90053,0.42
92406,0.58
94838,0.54
