timestep,reward
57,0.0
2622,0.1
5068,0.62
7459,0.68
9991,0.66
12454,0.54
14830,0.48
17215,0.48
19588,0.34
22089,0.42
24486,0.38
27037,0.34
29579,0.24
31983,0.3
34438,0.34
36882,0.42
39298,0.3
41850,0.3
44407,0.24
46796,0.28
49272,0.3
51839,0.28
54255,0.3
56796,0.32
59207,0.26
61699,0.22
64065,0.3
66598,0.32
69049,0.34
71468,0.3
