timestep,reward
29,0.06
1681,0.2
3156,0.2
4651,0.08
6202,0.1
7916,0.12
9417,0.14
10906,0.26
12460,0.12
13831,0.22
15394,0.22
16939,0.12
18414,0.08
19894,0.14
21336,0.26
22897,0.26
24448,0.34
25855,0.38
27344,0.24
28847,0.32
30229,0.24
31784,0.18
33372,0.32
34725,0.46
36198,0.34
37749,0.52
39341,0.44
40977,0.44
42427,0.5
43876,0.48
